"","height","size","mean","sd","variation","fraction"
"232",80,900,172503587.682502,34861083.3724461,0.202089033861771,0.997130564638741
"233",80,950,173048685.613033,35252090.9002726,0.203711982991321,1.00028141972851
"234",80,1000,173103303.088445,35415389.1048645,0.204591064832365,1.00059712767887
"235",75,20,114863505.125843,32703138.8948855,0.284713050146401,1.06355097338743
"236",75,40,108918790.081722,31011294.0002434,0.284719413215805,1.0085073155715
"237",75,60,108178905.478408,28741192.2234466,0.265682039361947,1.00165653220748
"238",75,80,108688227.487046,26772432.8581098,0.246323207923331,1.0063724767319
"239",75,100,108709600.041601,25580090.368896,0.235306636756156,1.00657037075556
"240",75,120,110153754.315206,25050988.8460184,0.227418384436855,1.01994216958524
"241",75,140,109581469.065351,24446644.0254589,0.223091041158426,1.01464323208658
"242",75,160,110046553.004175,24857476.0241079,0.225881459668844,1.01894956485348
"243",75,180,110315856.942209,24093262.9859941,0.218402536623686,1.02144311983527
"244",75,200,111032399.625929,24770409.2031822,0.223091721755401,1.02807777431416
"245",75,250,110509495.995003,24315090.4825163,0.220027159327698,1.02323607402781
"246",75,300,111220151.250828,24484617.8534361,0.220145518398166,1.02981621528545
"247",75,350,111066128.700902,24233255.0699225,0.218187627077396,1.02839008056391
"248",75,400,110931429.486031,24537967.734898,0.221199418853501,1.02714286561139
"249",75,450,111457947.947593,24576626.6022632,0.220501337543187,1.03201803655179
"250",75,500,111224695.821882,24458250.8598097,0.219899462786374,1.02985829464706
"251",75,550,111398509.571869,24628947.9911509,0.221088667036981,1.03146768122101
"252",75,600,111009099.59505,24917407.9184215,0.224462751335861,1.0278620332875
"253",75,650,110624602.519223,24964596.592655,0.225669480605067,1.02430187517799
"254",75,700,110436411.505986,24581701.4426513,0.222586926788352,1.02255936579617
"255",75,750,110270612.937599,24486216.9951691,0.222055689570035,1.02102419386666
"256",75,800,110192104.318335,24498984.7292538,0.222329765647079,1.0202972622068
"257",75,850,110191657.988767,24586804.0062631,0.22312763465969,1.02029312952562
